source,author,title,description,url,urlToImage,publishedAt,content,label,text,length,tokens,num_tokens
"{'id': None, 'name': 'Road to VR'}",Scott Hayden,"Apple’s Official Vision Pro Case May Be Pricey, But It Saved a Headset From a 4,000 Pound SUV","Apple probably didn’t actually design its pricey Vision Pro case to be impervious to getting run over by a car. But at least for one thankful customer though, it seems the official carrying case was well worth the extra cash. At $200, the official Apple Visio…",https://www.roadtovr.com/apples-vision-pro-case-ran-over-by-car/,https://roadtovrlive-5ea0.kxcdn.com/wp-content/uploads/2024/05/vision-pro-case-crush.jpg,2024-05-07T14:08:38Z,"Apple probably didn’t actually design its pricey Vision Pro case to be impervious to getting run over by a car. But at least for one thankful customer though, it seems the official carrying case was … [+2201 chars]",toyota,"Apple’s Official Vision Pro Case May Be Pricey, But It Saved a Headset From a 4,000 Pound SUV Apple probably didn’t actually design its pricey Vision Pro case to be impervious to getting run over by a car. But at least for one thankful customer though, it seems the official carrying case was well worth the extra cash. At $200, the official Apple Visio…",354.0,"['apple', 'official', 'vision', 'pro', 'case', 'may', 'pricey', 'saved', 'headset', 'pound', 'suv', 'apple', 'probably', 'actually', 'design', 'pricey', 'vision', 'pro', 'case', 'impervious', 'getting', 'run', 'car', 'least', 'one', 'thankful', 'customer', 'though', 'seems', 'official', 'carrying', 'case', 'well', 'worth', 'extra', 'cash', 'official', 'apple', 'visio']",39
"{'id': None, 'name': 'AutoExpress'}",,MINI Countryman C Exclusive Level 3 and Volvo XC40 B3 Plus - pictures,Pictures of the MINI Countryman and Volvo XC40 taking part in our real-world twin test. Pictures taken by Auto Express senior photographer Pete Gibson,https://www.autoexpress.co.uk/car-group-tests/363071/mini-countryman-c-exclusive-level-3-and-volvo-xc40-b3-plus-pictures,"https://media.autoexpress.co.uk/image/private/s--X-WVjvBW--/f_auto,t_content-image-full-desktop@1/v1714746807/autoexpress/2024/05/Coutryman vs XC40.jpg",2024-05-04T09:12:20Z,"New Toyota Hilux GR Sport II: £50,000 sports truck hits UK streets
Practicality and a sporty appeal are both on the agenda for Toyotas new pick up truck",toyota,MINI Countryman C Exclusive Level 3 and Volvo XC40 B3 Plus - pictures Pictures of the MINI Countryman and Volvo XC40 taking part in our real-world twin test. Pictures taken by Auto Express senior photographer Pete Gibson,220.0,"['mini', 'countryman', 'c', 'exclusive', 'level', 'volvo', 'xc40', 'b3', 'plus', 'pictures', 'pictures', 'mini', 'countryman', 'volvo', 'xc40', 'taking', 'part', 'real-world', 'twin', 'test', 'pictures', 'taken', 'auto', 'express', 'senior', 'photographer', 'pete', 'gibson']",28
"{'id': None, 'name': 'Instapundit.com'}",Ed Driscoll,"THOSE FINGERS IN MY HAIR, THAT SLY COME HITHER STARE THAT STRIPS MY CONSCIENCE BARE, IT’S NICHE CRAF","THOSE FINGERS IN MY HAIR, THAT SLY COME HITHER STARE THAT STRIPS MY CONSCIENCE BARE, IT’S NICHE CRAFT: Driving stick shift has become a niche craft in America. Shifting gears, the feel of the clutch underneath your foot. These mark the experience behind the w…",https://instapundit.com/649676/,https://instapundit.com/wp-content/themes/instapundit/images/opengraph-default.png,2024-05-25T16:30:54Z,"THOSE FINGERS IN MY HAIR, THAT SLY COME HITHER STARE THAT STRIPS MY CONSCIENCE BARE, IT’S NICHE CRAFT: Driving stick shift has become a niche craft in America.
Shifting gears, the feel of the clutch… [+683 chars]",toyota,"THOSE FINGERS IN MY HAIR, THAT SLY COME HITHER STARE THAT STRIPS MY CONSCIENCE BARE, IT’S NICHE CRAF THOSE FINGERS IN MY HAIR, THAT SLY COME HITHER STARE THAT STRIPS MY CONSCIENCE BARE, IT’S NICHE CRAFT: Driving stick shift has become a niche craft in America. Shifting gears, the feel of the clutch underneath your foot. These mark the experience behind the w…",361.0,"['fingers', 'hair', 'sly', 'come', 'hither', 'stare', 'strips', 'conscience', 'bare', 'niche', 'craf', 'fingers', 'hair', 'sly', 'come', 'hither', 'stare', 'strips', 'conscience', 'bare', 'niche', 'craft', 'driving', 'stick', 'shift', 'become', 'niche', 'craft', 'america', 'shifting', 'gears', 'feel', 'clutch', 'underneath', 'foot', 'mark', 'experience', 'behind', 'w']",39
"{'id': None, 'name': 'AutoExpress'}",,New Omoda 7 plug-in hybrid - pictures,Pictures of the plug-in hybrid Omoda 7 SUV.,https://www.autoexpress.co.uk/omoda/363057/new-omoda-7-plug-hybrid-pictures,"https://media.autoexpress.co.uk/image/private/s--X-WVjvBW--/f_auto,t_content-image-full-desktop@1/v1714731895/autoexpress/2024/05/New Omoda 7 plug-in hybrid 001_e3gckg.jpg",2024-05-03T10:27:38Z,"New Toyota Hilux GR Sport II: £50,000 sports truck hits UK streets
Practicality and a sporty appeal are both on the agenda for Toyotas new pick up truck",toyota,New Omoda 7 plug-in hybrid - pictures Pictures of the plug-in hybrid Omoda 7 SUV.,81.0,"['new', 'omoda', 'plug-in', 'hybrid', 'pictures', 'pictures', 'plug-in', 'hybrid', 'omoda', 'suv']",10
"{'id': None, 'name': 'Yahoo Entertainment'}",Nora Eckert,Analysis-UAW's stinging loss in Alabama won't kill national organizing effort,"The United Auto Workers failed in its effort to organize a Mercedes-Benz plant in Alabama, but the loss on Friday was a good result for a first effort in a...",https://finance.yahoo.com/news/analysis-uaws-stinging-loss-alabama-234458221.html,https://media.zenfs.com/en/reuters-finance.com/7c1f059791a037cd5a883021583b5ef4,2024-05-17T23:44:58Z,"By Nora Eckert
VANCE, Alabama (Reuters) - The United Auto Workers failed in its effort to organize a Mercedes-Benz plant in Alabama, but the loss on Friday was a good result for a first effort in a … [+4312 chars]",toyota,"Analysis-UAW's stinging loss in Alabama won't kill national organizing effort The United Auto Workers failed in its effort to organize a Mercedes-Benz plant in Alabama, but the loss on Friday was a good result for a first effort in a...",236.0,"['analysis-uaw', 'stinging', 'loss', 'alabama', 'kill', 'national', 'organizing', 'effort', 'united', 'auto', 'workers', 'failed', 'effort', 'organize', 'mercedes-benz', 'plant', 'alabama', 'loss', 'friday', 'good', 'result', 'first', 'effort']",23
"{'id': None, 'name': 'Autocar'}",Mark Tisshaw,Cupra wants to build DarkRebel but profit must come first,"DarkRebel is ""a sports car that pushes the boundaries of design and performance""


Boss says the electric sports coupé would help build the brand but ""at the moment it remains a dream""

A production version of the Cupra DarkRebel concept car remains “a dream”…",https://www.autocar.co.uk/car-news/new-cars/cupra-wants-build-darkrebel-profit-must-come-first,https://www.autocar.co.uk/sites/autocar.co.uk/files/images/car-reviews/first-drives/legacy/cupra_darkrebel_concept_side.jpg,2024-05-09T13:54:58Z,"A production version of the Cupra DarkRebel concept car remains a dream for company boss Wayne Griffiths.
However, it won't be launched any time soon, as Cupra has other priorities that will deliver… [+1593 chars]",toyota,"Cupra wants to build DarkRebel but profit must come first DarkRebel is ""a sports car that pushes the boundaries of design and performance""


Boss says the electric sports coupé would help build the brand but ""at the moment it remains a dream""

A production version of the Cupra DarkRebel concept car remains “a dream”…",318.0,"['cupra', 'wants', 'build', 'darkrebel', 'profit', 'must', 'come', 'first', 'darkrebel', 'sports', 'car', 'pushes', 'boundaries', 'design', 'performance', 'boss', 'says', 'electric', 'sports', 'coupé', 'would', 'help', 'build', 'brand', 'moment', 'remains', 'dream', 'production', 'version', 'cupra', 'darkrebel', 'concept', 'car', 'remains', 'dream']",35
"{'id': None, 'name': 'Autoblog'}",Jeremy Korzeniewski,It's time for heavy duty hybrid pickup trucks to replace diesel,Today's modern crop of heavy duty diesel pickup trucks are extremely capable. But they are also riddled with emissions equipment and hefty fuel bills. How about a hybrid instead?,https://www.autoblog.com/2024/05/15/its-time-for-heavy-duty-hybrid-pickup-trucks-to-replace-diesel/,https://s.aolcdn.com/images/dims3/GLOB/legacy_thumbnail/1062x597/format/jpg/quality/100/https://s.aolcdn.com/os/ab/_cms/2024/05/14155652/Chevrolet-Silverado_HD-towing-boat.jpg,2024-05-15T14:00:00Z,"When full-size pickup trucks were first equipped with diesel engines in the late 1970s, it wasnt part of an effort to post huge performance numbers. Instead, General Motors much-maligned 350-cubic-in… [+5694 chars]",toyota,It's time for heavy duty hybrid pickup trucks to replace diesel Today's modern crop of heavy duty diesel pickup trucks are extremely capable. But they are also riddled with emissions equipment and hefty fuel bills. How about a hybrid instead?,242.0,"['time', 'heavy', 'duty', 'hybrid', 'pickup', 'trucks', 'replace', 'diesel', 'today', 'modern', 'crop', 'heavy', 'duty', 'diesel', 'pickup', 'trucks', 'extremely', 'capable', 'also', 'riddled', 'emissions', 'equipment', 'hefty', 'fuel', 'bills', 'hybrid', 'instead']",27
"{'id': None, 'name': 'Raw Story'}",Agence France-Presse,U.S. forges new 'battery belt' in hopes of electric future,"Growing up, Devante Cuthbertson assumed he might have to leave his North Carolina hometown to pursue a career, but a new multi-billion-dollar Toyota battery plant is offering him a reason to stay put.The 28-year-old from Greensboro is among students of an app…",https://www.rawstory.com/u-s-forges-new-battery-belt-in-hopes-of-electric-future/,https://www.rawstory.com/media-library/ev-fast-charger-manufacturer-kempower-is-investing-around-40-million-in-north-carolina-with-a-facility-in-durham.jpg?id=52205972&width=1200&height=600&coordinates=0%2C55%2C0%2C56,2024-05-09T11:25:13Z,"Growing up, Devante Cuthbertson assumed he might have to leave his North Carolina hometown to pursue a career, but a new multi-billion-dollar Toyota battery plant is offering him a reason to stay put… [+4639 chars]",toyota,"U.S. forges new 'battery belt' in hopes of electric future Growing up, Devante Cuthbertson assumed he might have to leave his North Carolina hometown to pursue a career, but a new multi-billion-dollar Toyota battery plant is offering him a reason to stay put.The 28-year-old from Greensboro is among students of an app…",319.0,"['u', 'forges', 'new', 'battery', 'belt', 'hopes', 'electric', 'future', 'growing', 'devante', 'cuthbertson', 'assumed', 'might', 'leave', 'north', 'carolina', 'hometown', 'pursue', 'career', 'new', 'multi-billion-dollar', 'battery', 'plant', 'offering', 'reason', 'stay', 'put', '28-year-old', 'greensboro', 'among', 'students', 'app']",32
"{'id': None, 'name': 'Yahoo Entertainment'}",Toru Fujioka,BOJ Slips Backward on Diversity With All Male Executive Lineup,(Bloomberg) -- The Bank of Japan fell further behind its global peers on efforts to promote gender equality as it returned to an all male lineup of executive...,https://finance.yahoo.com/news/boj-slips-backward-diversity-male-054204654.html,https://s.yimg.com/ny/api/res/1.2/nwOUbsM5sFCOoANOxZM_8Q--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD04MDA-/https://media.zenfs.com/en/bloomberg_markets_842/395bbddd3a1b82421848677742d59bc1,2024-05-13T05:42:04Z,(Bloomberg) -- The Bank of Japan fell further behind its global peers on efforts to promote gender equality as it returned to an all male lineup of executive directors after reshuffling its senior po… [+2631 chars],toyota,BOJ Slips Backward on Diversity With All Male Executive Lineup (Bloomberg) -- The Bank of Japan fell further behind its global peers on efforts to promote gender equality as it returned to an all male lineup of executive...,223.0,"['boj', 'slips', 'backward', 'diversity', 'male', 'executive', 'lineup', 'bloomberg', 'bank', 'japan', 'fell', 'behind', 'global', 'peers', 'efforts', 'promote', 'gender', 'equality', 'returned', 'male', 'lineup', 'executive']",22
"{'id': None, 'name': 'Yahoo Entertainment'}",TOM KRISHER,How to tell if your older vehicle has a potentially dangerous Takata air bag under recall,"Despite a long string of recalls that began more than two decades ago, about 6.2 million vehicles with potentially dangerous Takata air bag inflators remain ...",https://finance.yahoo.com/news/tell-older-vehicle-potentially-dangerous-175737389.html,https://s.yimg.com/ny/api/res/1.2/M96FX_EOO23ubyVj_CNliQ--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD04MDA-/https://media.zenfs.com/en/ap_finance_articles_694/04f8e96e2112499f8adc8238dc5fdc8d,2024-05-29T17:57:37Z,"DETROIT (AP) Despite a long string of recalls that began more than two decades ago, about 6.2 million vehicles with potentially dangerous Takata air bag inflators remain on U.S. roads today.
On Wedn… [+3100 chars]",toyota,"How to tell if your older vehicle has a potentially dangerous Takata air bag under recall Despite a long string of recalls that began more than two decades ago, about 6.2 million vehicles with potentially dangerous Takata air bag inflators remain ...",250.0,"['tell', 'older', 'vehicle', 'potentially', 'dangerous', 'takata', 'air', 'bag', 'recall', 'despite', 'long', 'string', 'recalls', 'began', 'two', 'decades', 'ago', 'million', 'vehicles', 'potentially', 'dangerous', 'takata', 'air', 'bag', 'inflators', 'remain']",26
"{'id': None, 'name': 'Speedhunters.com'}",Toby Thyer,Mini-Truck Perfection: Kei Miura’s Pandem Hilux,"With its tube-frame rear chassis, custom suspension components and 2JZ engine swap, this Pandem Hilux does indeed seem like the perfect custom mini-truck. And it really is. A little while ago, I dropped into TRA Kyoto to see Kei Miura and shoot the third buil…",https://www.speedhunters.com/2024/05/kei-miuras-pandem-hilux/,https://s3.amazonaws.com/speedhunters-wp-production/wp-content/uploads/2024/05/14020955/1-TobyThyerPhotography-210.jpg,2024-05-14T05:30:48Z,"SHARE
 Mini-Truck Perfection: Kei Miura’s Pandem Hilux 
Barrel-aged whiskey, dusty old bottles of wine from the cellar, a TRA Kyoto-built Toyota Hilux. All good things take a little time before the… [+2690 chars]",toyota,"Mini-Truck Perfection: Kei Miura’s Pandem Hilux With its tube-frame rear chassis, custom suspension components and 2JZ engine swap, this Pandem Hilux does indeed seem like the perfect custom mini-truck. And it really is. A little while ago, I dropped into TRA Kyoto to see Kei Miura and shoot the third buil…",308.0,"['mini-truck', 'perfection', 'kei', 'miura', 'pandem', 'hilux', 'tube-frame', 'rear', 'chassis', 'custom', 'suspension', 'components', '2jz', 'engine', 'swap', 'pandem', 'hilux', 'indeed', 'seem', 'like', 'perfect', 'custom', 'mini-truck', 'really', 'little', 'ago', 'dropped', 'tra', 'kyoto', 'see', 'kei', 'miura', 'shoot', 'third', 'buil']",35
